Restaurant ID,Restaurant Name,Country Code,City,Longitude,Latitude,Average Cost for two,Price range,Aggregate rating,Votes
6601361,Buena Carne,30,Brasí_lia,-48.01909167,-15.839775,60,3,3.6,9
6601602,Taco Pep,30,Brasí_lia,-48.01666667,-15.83483333,100,4,4.3,29
6601589,Coco Bambu,30,Brasí_lia,-47.889,-15.7865,230,4,4.2,17
6601862,Taypíç,30,Brasí_lia,-47.872359,-15.860621,100,4,3.6,5
6601595,Outback Steakhouse,30,Brasí_lia,-47.95628333,-15.83451389,150,4,4,10
6601158,Manzuíç,30,Brasí_lia,-47.87283333,-15.82566667,240,4,3.2,6
6600427,Coco Bambu,30,Brasí_lia,-47.8685,-15.819,230,4,4.9,30
6600116,Gero,30,Brasí_lia,-47.885812,-15.720118,350,4,3.3,8
6601457,Brazilian American Burgers,30,Brasí_lia,-47.92102778,-15.79753056,50,2,3.6,9
7303219,Pesqueiro Eco Gourmet,30,Rio de Janeiro,-43.377,-23.0115,140,4,4,7
7304307,Confeitaria Colombo,30,Rio de Janeiro,-43.178826,-22.905293,100,4,4.8,29
7301215,Bibi,30,Rio de Janeiro,-43.18669167,-22.97207222,60,3,4.7,24
7300596,Cervantes,30,Rio de Janeiro,-43.17583333,-22.96216667,90,3,4.5,29
7300612,Amir,30,Rio de Janeiro,-43.176,-22.96516667,170,4,4.2,11
7300704,TT Burger,30,Rio de Janeiro,-43.191,-22.98683333,60,3,4.8,19
7300955,Braseiro da Gíçvea,30,Rio de Janeiro,-43.227042,-22.973507,100,4,4.9,40
7300521,Balada Mix,30,Rio de Janeiro,-43.211425,-22.98520833,90,3,4.6,21
7300515,Garota de Ipanema,30,Rio de Janeiro,-43.203,-22.98533333,120,4,4.9,49
7300483,Zazíç BistríÇ Tropical,30,Rio de Janeiro,-43.20520833,-22.98531944,170,4,4.6,21
7301064,Filí© de Ouro,30,Rio de Janeiro,-43.219563,-22.966647,90,3,4.3,14
7304312,D.O.C Ristorante,30,Rio de Janeiro,-43.34879167,-22.99991111,150,4,4,5
7300004,Sushi Leblon,30,Rio de Janeiro,-43.227,-22.98416667,250,4,4.6,25
7300868,Talho Capixaba,30,Rio de Janeiro,-43.22566667,-22.98516667,120,4,4.4,13
7302637,Leme Light,30,Rio de Janeiro,-43.17279167,-22.963925,40,2,4.2,7
7302140,Shirley,30,Rio de Janeiro,-43.17126389,-22.96337222,250,4,4.2,8
7305048,Quiosque Chopp Brahma,30,Rio de Janeiro,-43.341164,-22.870413,70,3,0,1
7302898,Aprazí_vel,30,Rio de Janeiro,-43.18736944,-22.92481389,300,4,4.7,44
7302859,Aconchego Carioca,30,Rio de Janeiro,-43.21551111,-22.91370833,85,3,4.6,24
7301700,Garota de Ipanema,30,Rio de Janeiro,-43.16266667,-22.94783333,80,3,4.3,10
6706313,Cantina Famiglia Mancini,30,Sí£o Paulo,-46.64516667,-23.55066667,250,4,4.5,49
6704326,Templo da Carne - Marcos Bassi,30,Sí£o Paulo,-46.64633333,-23.559,250,4,4.4,17
6711179,Gopala Hari,30,Sí£o Paulo,-46.65866667,-23.55616667,70,3,3.1,5
6702797,Jiquitaia,30,Sí£o Paulo,-46.657523,-23.55671,100,4,4.1,15
6700475,Skye - Hotel Unique,30,Sí£o Paulo,-46.666851,-23.581688,300,4,4.8,59
6713413,Les 3 Brasseurs,30,Sí£o Paulo,-46.67511,-23.582135,120,4,4.6,30
6714340,Red Steak & Burger,30,Sí£o Paulo,-46.683888,-23.585324,75,3,3.9,5
6710645,Cantinho da Gula,30,Sí£o Paulo,-46.67566667,-23.581,55,2,0,0
6700402,Paris 6 Classique,30,Sí£o Paulo,-46.666041,-23.561568,200,4,3.4,73
6700846,Kawa Sushi,30,Sí£o Paulo,-46.657418,-23.571638,120,4,3.5,9
6702159,A Figueira Rubaiyat,30,Sí£o Paulo,-46.66983333,-23.5655,300,4,4.3,39
6711666,Kinoshita,30,Sí£o Paulo,-46.67133333,-23.59233333,230,4,3.9,12
6701257,Meats,30,Sí£o Paulo,-46.68133333,-23.56483333,120,4,4.3,68
6706211,Paribar,30,Sí£o Paulo,-46.64159444,-23.54664167,150,4,4.3,46
6705858,Terraí_o Itíçlia,30,Sí£o Paulo,-46.643425,-23.545163,400,4,4.4,37
6701419,Divino Fogí£o,30,Sí£o Paulo,-46.63716667,-23.5995,65,3,0,2
6703956,Super Grill,30,Sí£o Paulo,-46.698574,-23.622925,50,2,0,2
6709580,Esquina Mocotí_,30,Sí£o Paulo,-46.581672,-23.486535,100,4,4.4,22
6703176,Veloso,30,Sí£o Paulo,-46.63566667,-23.58516667,70,3,4.6,58
6713772,Sainte Marie Gastronomia,30,Sí£o Paulo,-46.746958,-23.609207,120,4,4.1,11
17284404,Austin's BBQ and Oyster Bar,216,Albany,-84.221535,31.610387,25,2,3.3,35
17284203,BJ's Country Buffet,216,Albany,-84.207095,31.608743,10,1,3.3,25
17284105,Cookie Shoppe,216,Albany,-84.154,31.5772,0,1,3.4,34
17284302,El Vaquero Mexican Restaurant,216,Albany,-84.2194,31.6158,0,1,3.4,45
17284397,Elements Coffee Co - Northwest,216,Albany,-84.206944,31.622412,10,1,3.4,26
17284211,Pearly's Famous Country Cookng,216,Albany,-84.1759,31.5882,0,1,3.4,36
17284094,Chick-fil-A,216,Albany,-84.2193,31.616,10,1,3.5,67
17284409,Guang Zhou Chinese Restaurant,216,Albany,-84.2091458,31.6155186,10,1,3.9,141
17284139,Harvest Moon,216,Albany,-84.205718,31.604905,25,2,3.7,147
17284403,Henry Campbell's Steakhouse,216,Albany,-84.223278,31.612121,70,4,3.5,51
17284145,Hong Kong Cafe,216,Albany,-84.2191,31.6156,25,2,3.6,88
17284150,House of China Restaurant II,216,Albany,-84.212,31.6104,10,1,3.8,153
17284158,Jimmie's Hot Dogs,216,Albany,-84.1534,31.5751,10,1,3.9,160
17284175,Locos Grill & Pub,216,Albany,-84.2228,31.6077,25,2,3.5,57
17284179,Longhorn Steakhouse,216,Albany,-84.2229,31.6185,25,2,3.5,58
17284197,Mikata Japanese Steakhouse,216,Albany,-84.2164,31.6137,40,3,3.6,115
17284241,Shogun Japanese Steak House,216,Albany,-84.2233,31.6118,40,3,3.5,51
17284390,The Catch Seafood Room & Oyster Bar,216,Albany,-84.205025,31.605882,40,3,3.8,250
17284279,Villa Gargano,216,Albany,-84.1757,31.5985,10,1,3.7,117
17284364,3 Squares Diner,216,Albany,-83.8389,31.5308,10,1,3.4,20
16611114,Whitebull Hotel,14,Armidale,151.6688792,-30.5147169,20,2,3.5,25
17293281,Last Resort Grill,216,Athens,-83.378273,33.957999,40,3,4.5,1821
17293301,Mama's Boy Restaurant,216,Athens,-83.3654,33.9535,10,1,4.5,849
17293409,Sr. Sol 1,216,Athens,-83.4293,33.9652,10,1,4.6,917
17293163,Choo Choo Eastside,216,Athens,-83.3389,33.9259,10,1,3.9,439
17293228,The Grill,216,Athens,-83.375523,33.958198,10,1,3.7,289
17293880,Big City Bread Cafe,216,Athens,-83.384004,33.959392,10,1,4.3,558
17293169,Clocked,216,Athens,-83.3797,33.9584,10,1,4.2,613
17293186,DePalma's Italian Cafe - Downtown,216,Athens,-83.373596,33.958112,25,2,4,353
17293180,DePalma's Italian Cafe - East Side,216,Athens,-83.33995,33.924275,25,2,4.1,387
17293205,Five & Ten,216,Athens,-83.3872482,33.9415545,40,3,4.3,755
17293229,Grit,216,Athens,-83.381625,33.960112,10,1,4.2,800
17293897,Ike & Jane,216,Athens,-83.400887,33.963296,10,1,4.1,350
17293273,La Dolce Vita Ristorante,216,Athens,-83.4075,33.9584,40,3,4.1,464
17293870,Shokitini,216,Athens,-83.379251,33.957503,25,2,4.2,550
17293877,Taqueria Del Sol,216,Athens,-83.383605,33.960571,10,1,4.1,543
17293890,The National,216,Athens,-83.37967,33.959468,40,3,4.1,465
17293915,The Royal Peasant,216,Athens,-83.38728,33.937502,10,1,4.4,546
17293422,Transmetropolitan,216,Athens,-83.3764,33.9584,10,1,4.4,1098
17293873,Trappeze Pub,216,Athens,-83.378881,33.958363,25,2,4.2,579
17294014,Viva! Argentine Cuisine,216,Athens,-83.3828224,33.9600227,10,1,4.1,374
17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,-82.0865,33.4721,40,3,4.6,717
17294607,Rae's Coastal Cafe,216,Augusta,-82.0698,33.4791,40,3,4.9,548
17294279,The Bee's Knees,216,Augusta,-81.97,33.4765,25,2,4.5,631
17294300,Boll Weevil Cafe,216,Augusta,-81.9684,33.474,10,1,3.9,372
17295215,Farmhaus Burger,216,Augusta,-81.973006,33.477444,25,2,3.9,201
17295028,Manuel's Bread Cafe,216,Augusta,-81.965571,33.481779,40,3,3.8,332
17294642,Sconyers Bar B Que,216,Augusta,-82.0327,33.4086,25,2,3.5,304
17295109,Frog Hollow Tavern,216,Augusta,-81.974944,33.478231,40,3,4.3,368
17294441,Giuseppe's Pizza & Italian Specialities,216,Augusta,-82.096,33.4827,25,2,4.1,430
17294552,Mellow Mushroom,216,Augusta,-81.9721,33.4778,25,2,4.4,433
17294565,Nacho Mamas Burritos,216,Augusta,-81.9694,33.4764,10,1,4,380
17294623,Rhinehart's Oyster Bar,216,Augusta,-82.0505,33.5133,25,2,4,456
17294712,Takosushi,216,Augusta,-82.0301,33.4848,40,3,4.2,647
17295033,The Chop House,216,Augusta,-82.080788,33.467201,40,3,4,360
17295069,The Taj of India,216,Augusta,-82.0805493,33.5375868,25,2,4,227
17294261,Augsburg Haus,216,Augusta,-82.143793,33.544342,25,2,3.9,290
17295115,Pho Bac,216,Augusta,-82.126161,33.532249,10,1,4.1,270
17294836,Rhinehart's Oyster Bar,216,Augusta,-82.141284,33.521291,25,2,4,326
17294850,Thai Kitchen,216,Augusta,-82.1328,33.5406,35,3,4.3,317
17294883,El Kiosco Mexican Restaurant,216,Augusta,-82.1997,33.4574,10,1,4.2,300
16608864,Taste of Balingup,14,Balingup,115.9844924,-33.7845269,20,2,3.2,21
16604911,Bridge Road Brewers,14,Beechworth,146.685852,-36.360439,20,2,4.6,237
17303465,Bardenay,216,Boise,-116.2019,43.6138,25,2,4.5,879
17303642,Flatbread Neapolitan Pizzeria,216,Boise,-116.203466,43.616068,25,2,4.6,615
17303670,Goldy's Breakfast Bistro,216,Boise,-116.2023,43.6149,25,2,4.5,879
17303545,Chandlers Steakhouse,216,Boise,-116.2064,43.6157,70,4,3.9,379
17303655,Bar Gernika Basque Pub & Eatery,216,Boise,-116.2031,43.614,10,1,4.3,303
17304691,Barbacoa Restaurant,216,Boise,-116.185034,43.597235,70,4,4.1,538
17303478,Big Jud's,216,Boise,-116.2062,43.5945,10,1,4.2,334
17303480,Bittercreek Ale House,216,Boise,-116.2022,43.6167,25,2,4.3,555
17304733,Boise Fry Company,216,Boise,-116.193409,43.610279,10,1,4.4,823
17303646,Flying Pie Pizzaria,216,Boise,-116.2625,43.6192,25,2,4.1,550
17304929,Fork,216,Boise,-116.202845,43.616295,25,2,4.4,650
17303684,Guido's Original New York Style Pizza,216,Boise,-116.199,43.615,10,1,4.3,410
17303772,Los Beto's,216,Boise,-116.2463,43.6191,10,1,4.4,660
17305123,Lucianos Italian Restaurant,216,Boise,-116.245165,43.6051379,25,2,4.4,360
17303787,Mai Thai Restaurant,216,Boise,-116.2021,43.6162,40,3,4,340
17303990,Shige Japanese Cuisine,216,Boise,-116.2031,43.6156,25,2,4.1,393
17304741,The Egg Factory,216,Boise,-116.281809,43.619274,10,1,4.3,422
17304726,Tucanos,216,Boise,-116.280614,43.591706,40,3,4,435
17304486,Texas Roadhouse,216,Boise,-116.347304,43.619108,25,2,4,369
17304533,Brick 29,216,Boise,-116.5629,43.5777,40,3,4.4,487
17316233,Winifreds,216,Cedar Rapids/Iowa City,-91.6336,42.0179,40,3,3.7,98
17315883,Biaggi's Ristorante Italiano,216,Cedar Rapids/Iowa City,-91.6327,42.0281,40,3,4.1,365
17315995,El Super Burrito,216,Cedar Rapids/Iowa City,-91.7148,41.9748,10,1,4.1,190
17316018,Granite City Food & Brewery,216,Cedar Rapids/Iowa City,-91.6224,42.0249,40,3,4.1,429
17316038,Irish Democrat,216,Cedar Rapids/Iowa City,-91.6347,42.01,25,2,4.4,430
17316771,Taste of India,216,Cedar Rapids/Iowa City,-91.6499622,42.0215347,25,2,4.2,186
17316201,Thai Moon Restaurant,216,Cedar Rapids/Iowa City,-91.7266,41.9639,10,1,4.2,220
17316208,Ting's Red Lantern,216,Cedar Rapids/Iowa City,-91.6394,42.0468,10,1,4.2,347
17316389,Monica's,216,Cedar Rapids/Iowa City,-91.569767,41.670466,25,2,3.8,161
17316278,Exotic India,216,Cedar Rapids/Iowa City,-91.5687,41.6685,25,2,4.1,160
17316744,Shorts Burger and Shine,216,Cedar Rapids/Iowa City,-91.534424,41.660982,10,1,4.9,820
17316751,The Hamburg Inn No. 2 Inc.,216,Cedar Rapids/Iowa City,-91.531414,41.663849,10,1,4.5,488
17316766,Bluebird Diner,216,Cedar Rapids/Iowa City,-91.531093,41.663751,25,2,3.6,253
17316743,Graze,216,Cedar Rapids/Iowa City,-91.534302,41.658691,40,3,3.8,220
17316374,A & A Pagliai's Pizza,216,Cedar Rapids/Iowa City,-91.5314,41.6648,25,2,4.3,485
17316381,Atlas World Grill,216,Cedar Rapids/Iowa City,-91.5341,41.661,40,3,4.3,428
17316802,BlackStone,216,Cedar Rapids/Iowa City,-91.482165,41.667742,25,2,4.1,294
17316416,Devotay,216,Cedar Rapids/Iowa City,-91.5318,41.6625,40,3,4,380
17316449,Jimmy Jack's Rib Shack,216,Cedar Rapids/Iowa City,-91.5074,41.6428,25,2,4.2,259
17316603,Zoeys Pizzeria,216,Cedar Rapids/Iowa City,-91.5995,42.0331,25,2,4.7,433
16659169,Tokyo Sushi,37,Chatham-Kent,-82.188438,42.397683,25,2,3.7,176
17558684,Berry Patch Restaurant,216,Clatskanie,-123.368151,46.126967,10,1,4.3,96
18366580,Sakura Sushi & Grill,216,Cochrane,-114.472474,51.183934,25,2,3.1,6
17330755,Uptown Vietnam cuisine,216,Columbus,-84.992671,32.470315,10,1,3.3,33
17330611,Cafe Le Rue @ The Landings,216,Columbus,-84.95591,32.519247,25,2,4.6,489
17330609,Mark's City Grille,216,Columbus,-84.927047,32.555591,25,2,4.5,345
17330024,B Merrell's,216,Columbus,-84.9436,32.5577,25,2,3.8,149
17330074,Cannon Brewpub,216,Columbus,-84.9936,32.4656,25,2,3.9,330
17330185,Fuji Japanese Steak House,216,Columbus,-84.954984,32.5382197,40,3,3.9,247
17330397,Ruth Ann's Family Restaurant,216,Columbus,-84.9876,32.4637,10,1,3.7,123
17330735,Samurai Japanese Cuisine & Sushi Bar,216,Columbus,-84.9933631,32.4652417,40,3,3.6,109
17330676,Wasabi Sushi and Thai,216,Columbus,-84.96661,32.534002,40,3,3.7,134
17330048,Buckhead Bar and Grill,216,Columbus,-84.95367,32.513154,40,3,4.2,722
17330604,Burt's Butcher Shoppe and Eatery,216,Columbus,-84.947569,32.504657,25,2,4.3,213
17330087,Chef Lee's Peking Restaurant,216,Columbus,-84.9607,32.5393,25,2,4,335
17330137,Country's Barbecue,216,Columbus,-84.9464,32.4792,25,2,4,353
17330155,Deorio's,216,Columbus,-84.9427,32.481,0,1,4,170
17330309,Mellow Mushroom,216,Columbus,-84.9557,32.5321,25,2,4.1,192
17330311,Meritage,216,Columbus,-84.992093,32.466158,40,3,4.1,302
17330615,Mongo The Mongolian Fire Pit,216,Columbus,-84.938698,32.560905,10,1,4.2,355
17330638,The Black Cow,216,Columbus,-84.991384,32.468757,25,2,4.3,287
17330628,Wood Stone,216,Columbus,-84.963201,32.527217,40,3,4,264
17330546,Hunter's Pub,216,Columbus,-85.0213,32.7455,40,3,4.4,235
16643459,Consort Restaurant,37,Consort,-110.7746994,52.0082889,25,2,3,6
17334434,Thatcher's Barbeque and Grill,216,Dalton,-84.9396931,34.5251331,25,2,3.7,38
17334348,Christian and Jake's Bistro,216,Dalton,-84.926258,34.474635,10,1,4.4,122
17334213,Dub's High on the Hog,216,Dalton,-84.9523921,34.4972488,25,2,4.4,207
17334355,Sierra's Mexican Restaurant,216,Dalton,-84.767911,34.752476,10,1,3.9,66
17334212,Oakwood Cafe,216,Dalton,-84.969393,34.769686,10,1,4.9,249
17333797,Chili's Grill & Bar,216,Dalton,-85.0039,34.7643,25,2,3.8,63
17334217,Fuji Japanese Steakhouse,216,Dalton,-84.992342,34.759551,40,3,3.8,145
17334273,Las Palmas,216,Dalton,-84.992924,34.759665,10,1,3.8,83
17334254,Tony's Italian Restaurant & Pizza,216,Dalton,-84.999678,34.758645,25,2,3.7,116
17333836,Filling Station,216,Dalton,-84.9678,34.7742,10,1,4.1,122
17334197,Five Guys Burgers and Fries,216,Dalton,-84.990925,34.759273,10,1,4.1,142
17333882,Los Pablos,216,Dalton,-84.9964,34.7604,10,1,4.1,114
17334211,Kobe Hibachi & Sushi,216,Dalton,-85.2229101,34.9428786,25,2,4.6,214
17334390,Soho Hibachi,216,Dalton,-85.246237,34.9528157,10,1,4.3,116
17334034,Thai Garden,216,Dalton,-85.2545,34.9546,25,2,4.2,111
17334414,Southern Bliss Bakery,216,Dalton,-85.294955,34.705093,10,1,3.7,25
17334082,Bailey's Bar-B-Que,216,Dalton,-85.1321,34.9273,10,1,4.1,128
17334364,Farm To Fork,216,Dalton,-85.130492,34.912109,10,1,4.3,244
17334398,Home Plate Grill,216,Dalton,-85.1079396,34.9151853,10,1,4.2,112
17334219,Pie Slingers Pizzeria,216,Dalton,-85.249727,34.851907,10,1,4.1,144
17335173,Olive Tree Cafe,216,Davenport,-90.496986,41.574935,25,2,4.6,166
17335195,"Red Ginger Sushi, Grill & Bar",216,Davenport,-90.522479,41.53845,40,3,4.5,208
17335225,Crust Stone Oven Pizza,216,Davenport,-90.4912446,41.5747801,25,2,3.9,136
17335219,Jimmy's Pancake House,216,Davenport,-90.504176,41.548746,10,1,4,85
17334965,Trattoria Tiramisu,216,Davenport,-90.50709,41.525384,25,2,4.1,117
17335189,Prairie Grille at SteepleGate Inn,216,Davenport,-90.574088,41.593892,25,2,3.4,53
17335156,Tantra Asian Bistro,216,Davenport,-90.565837,41.574459,25,2,4.9,474
17334717,Chick-fil-A,216,Davenport,-90.5716,41.5604,10,1,3.9,125
17334752,Duck City Bistro,216,Davenport,-90.5737,41.5223,70,4,3.7,201
18453427,Frick's Tap,216,Davenport,-90.59466452,41.52253634,25,2,0,2
17793744,Los Agaves,216,Davenport,-90.5154313,41.5709434,25,2,0,3
17334679,Azteca,216,Davenport,-90.5683,41.5699,0,1,4.3,167
17334718,China Cafe,216,Davenport,-90.5321,41.5749,25,2,4,112
17334763,Exotic Thai Restaurant,216,Davenport,-90.5432,41.5747,25,2,4.1,256
17335158,Front Street Brewery,216,Davenport,-90.572418,41.520389,10,1,4.3,123
17334782,Granite City Food & Brewery,216,Davenport,-90.5137,41.5745,25,2,4,199
17334846,Los Agaves,216,Davenport,-90.5686,41.559,25,2,4.1,157
17334853,Machine Shed Restaurant,216,Davenport,-90.6136,41.5944,25,2,4.1,100
17335168,Osaka,216,Davenport,-90.515175,41.570997,40,3,4.2,141
17334958,Texas Roadhouse,216,Davenport,-90.517,41.5747,25,2,4.2,197
17258496,Hickory Park,216,Des Moines,-93.610084,42.010254,25,2,4.5,1025
17259395,The Cafe,216,Des Moines,-93.643094,42.048779,25,2,4.9,570
17258350,Flying Mango,216,Des Moines,-93.677638,41.614965,40,3,4.5,674
17258136,Cool Basil,216,Des Moines,-93.739573,41.600564,25,2,4.1,496
17258522,HuHot Mongolian Grill,216,Des Moines,-93.760027,41.60028,25,2,4,411
17259958,Malo,216,Des Moines,-93.627896,41.583309,25,2,3.2,113
17258036,Centro,216,Des Moines,-93.6300803,41.5857431,40,3,4.5,1109
17259368,Fong's Pizza,216,Des Moines,-93.621631,41.585465,25,2,4.6,728
17257684,A Dong Restaurant,216,Des Moines,-93.637401,41.587219,10,1,4.4,659
17258154,Court Avenue Brewing Company,216,Des Moines,-93.620726,41.58536,40,3,4.2,370
17259340,Django,216,Des Moines,-93.629436,41.584027,40,3,4.3,532
17259243,Miyabi 9,216,Des Moines,-93.611366,41.590819,25,2,4.8,860
17259625,Zombie Burger + Drink Lab,216,Des Moines,-93.61474,41.590106,10,1,4.2,943
17259169,Tursi's Latin King,216,Des Moines,-93.577383,41.601415,70,4,4.1,476
17259166,Tsing Tsao South,216,Des Moines,-93.645245,41.545869,10,1,4.1,218
17259335,Bandit Burrito,216,Des Moines,-93.6976773,41.6714654,10,1,4,214
17259248,Jethro's BBQ,216,Des Moines,-93.659797,41.603901,25,2,4.3,699
17258552,The Machine Shed Restaurant,216,Des Moines,-93.772033,41.615083,25,2,3.8,308
17259550,Mi Patria,216,Des Moines,-93.73624,41.594039,25,2,4,157
17259200,Waterfront Seafood Market,216,Des Moines,-93.7441981,41.5991771,40,3,4.2,530
16615894,The Giggling Goat,14,Dicky Beach,153.137401,-26.783576,7,1,3.6,29
17342816,Burnt Toast Cafe,216,Dubuque,-90.667668,42.504759,10,1,3.4,33
17342498,Catfish Charlie's,216,Dubuque,-90.6499328,42.5124724,25,2,3.3,40
17342648,Salsa's Mexican Restaurant,216,Dubuque,-90.6684746,42.5032004,10,1,3.4,153
17342781,Tony Roma's,216,Dubuque,-90.658609,42.496464,25,2,3.3,65
17342799,Vinny Vanucchi's,216,Dubuque,-90.664029,42.495689,25,2,3.4,58
17342772,Champps Americana,216,Dubuque,-90.715247,42.492018,25,2,3.5,100
17342771,Fiesta Cancun,216,Dubuque,-90.740213,42.49092,10,1,3.6,156
17342548,Happy Joe's Pizza & Ice Cream,216,Dubuque,-90.7264,42.4955,0,1,3.5,74
17342556,Houlihan's,216,Dubuque,-90.645294,42.516621,25,2,3.6,117
17342811,Ichiban Hibachi Steakhouse & Sushi Bar,216,Dubuque,-90.712084,42.492963,40,3,3.7,83
17342576,Kalmes Breaktime Bar & Grill,216,Dubuque,-90.6646,42.5043,25,2,3.6,48
17342770,L. May Eatery,216,Dubuque,-90.668164,42.503075,40,3,3.8,198
17342585,Los Aztecas,216,Dubuque,-90.7055,42.4916,10,1,3.5,126
17342494,Manna Java World Cafe,216,Dubuque,-90.6677349,42.500191,10,1,3.5,119
17342594,Mario's Italian Restaurant,216,Dubuque,-90.6691,42.5048,25,2,3.6,140
17342625,Pepper Sprout Incorporated,216,Dubuque,-90.6651,42.4974,40,3,3.6,159
17342652,Shot Tower Inn,216,Dubuque,-90.6658,42.4963,25,2,3.6,131
17342665,Sunshine Family Restaurant,216,Dubuque,-90.663686,42.4982789,10,1,3.5,60
17342810,Watershed Cafe,216,Dubuque,-90.684882,42.527556,25,2,3.7,89
17342775,Woodfire Grille,216,Dubuque,-90.658988,42.496378,70,4,3.6,72
16612028,The Belle General,14,East Ballina,153.593331,-28.862663,20,2,4.1,56
17536645,Jehova es Mi Pastor Tacos y Burritos,216,Fernley,-119.252694,39.607515,10,1,3.7,83
16613507,Flaxton Gardens,14,Flaxton,152.8771473,-26.6521332,30,3,3.5,37
16607969,Bespoke Harvest,14,Forrest,143.714315,-38.517292,20,2,3.7,29
17374405,Houndstooth Grill & Tavern,216,Gainesville,-83.8461,34.0901,25,2,4.4,239
17375060,Hawg Wild BBQ & Catfish House,216,Gainesville,-83.520693,34.61802,10,1,4.1,235
17375164,Bourbon Street Grille,216,Gainesville,-83.985353,34.532973,25,2,3.8,88
17374552,Corkscrew Cafe,216,Gainesville,-83.9858,34.5318,40,3,3.9,209
17375078,Smokin Gold BBQ,216,Gainesville,-83.983939,34.533626,10,1,3.9,133
17375049,Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,-83.989317,34.541044,10,1,4.4,267
17375077,Shenanigan's Irish Pub,216,Gainesville,-83.986119,34.533198,25,2,4.1,171
17375141,Fish Tales Lakeside Grille,216,Gainesville,-83.938024,34.183573,25,2,3.8,107
17375198,Antebellum,216,Gainesville,-83.926217,34.185707,40,3,4.3,164
17375180,Moonie's Texas Barbecue,216,Gainesville,-83.927794,34.180043,10,1,4.1,182
17375072,Atlanta Highway Seafood Market,216,Gainesville,-83.838457,34.285102,25,2,4.9,681
17375047,Eat at Thai,216,Gainesville,-83.857993,34.300182,10,1,4.6,357
17375074,Smoke House BBQ and Catering,216,Gainesville,-83.860098,34.222755,25,2,3.8,89
17374921,2 Dog,216,Gainesville,-83.824023,34.300567,25,2,4.2,350
17374819,Longstreet Cafe,216,Gainesville,-83.8272,34.3166,10,1,4.3,298
17375089,Re-Cess,216,Gainesville,-83.82686,34.300332,25,2,4.2,319
17375214,Bodensee,216,Gainesville,-83.727741,34.701594,40,3,3.8,114
